standard_concept_id,source_code,concept_name,concept_type,domain_id,vocabulary_id
35604257,18111000203,Irinotecan hydrochloride 20 MG/ML Injectable Solution,chemo,Drug,NDC
46275602,13228691,Methotrexate 25 MG/ML Injectable Solution [Folex PFS],chemo,Drug,NDC
46275601,66758004101,40 ML methotrexate 25 MG/ML Injection,chemo,Drug,NDC
40224723,16729026763,docetaxel 20 MG/ML Injectable Solution,chemo,Drug,NDC
2744441,0BTC4ZZ,"Resection of Right Upper Lung Lobe, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
19075392,67457042410,cisplatin 1 MG/ML Injectable Solution,chemo,Drug,NDC
1242968,G0360,EACH ADDITIONAL HR 1-8 HRS (Deprecated),chemo,Procedure,HCPCS
42742550,77425,"Intraoperative radiation treatment delivery, electrons, single treatment session",radiation,Procedure,CPT4
2101982,11422,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",surgery,Procedure,CPT4
2104077,25075,"Excision, tumor, soft tissue of forearm and/or wrist area, subcutaneous; less than 3 cm",surgery,Procedure,CPT4
35605122,409018201,52.6 ML gemcitabine 38 MG/ML Injection,chemo,Drug,NDC
2744456,0BTM0ZZ,"Resection of Bilateral Lungs, Open Approach",surgery,Procedure,ICD10PCS
19125747,43975025614,temozolomide 180 MG Oral Capsule,chemo,Drug,NDC
2110552,61799,"Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); each additional cranial lesion, complex (List separately in addition to code for primary procedure)",radiation,Procedure,CPT4
40175463,53905033101,Cytarabine liposome 10 MG/ML Injectable Suspension [DepoCyt],chemo,Drug,NDC
19072387,54868559600,Aldesleukin 1.1 MG/ML Injectable Solution [Proleukin],chemo,Drug,NDC
19125745,65162080451,temozolomide 140 MG Oral Capsule,chemo,Drug,NDC
2778881,0UT47ZZ,"Resection of Uterine Supporting Structure, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
2108468,38520,"Biopsy or excision of lymph node(s); open, deep cervical node(s) with excision scalene fat pad",surgery,Procedure,CPT4
19023530,179014970,capecitabine 500 MG Oral Tablet,chemo,Drug,NDC
42738936,96445,"Chemotherapy administration into peritoneal cavity, requiring and including peritoneocentesis (Deprecated)",chemo,Procedure,CPT4
19079138,63323037604,1 ML octreotide 0.1 MG/ML Injection,chemo,Drug,NDC
42628973,68001026628,10 ML fluorouracil 50 MG/ML Injection,chemo,Drug,NDC
35605203,64370053202,5 ML vinorelbine 10 MG/ML Injection [Navelbine],chemo,Drug,NDC
19102832,78040134,imatinib 100 MG Oral Tablet [Gleevec],chemo,Drug,NDC
42629365,59676096001,10 ML doxorubicin hydrochloride liposome 2 MG/ML Injection [Doxil],chemo,Drug,NDC
19007332,68382077501,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
2109719,51575,"Cystectomy, complete; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes",surgery,Procedure,CPT4
2109719,51575,"Cystectomy, complete; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes",radiation,Procedure,CPT4
2753503,0FT24ZZ,"Resection of Left Lobe Liver, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
42628912,703415411,5 ML idarubicin hydrochloride 1 MG/ML Injection,chemo,Drug,NDC
2777702,0VB04ZZ,"Excision of Prostate, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2102718,19298,"Placement of radiotherapy after loading brachytherapy catheters (multiple tube and button type) into the breast for interstitial radioelement application following (at the time of or subsequent to) partial mastectomy, includes imaging guidance",radiation,Procedure,CPT4
1337643,4110020,capecitabine 150 MG Oral Tablet [Xeloda],chemo,Drug,NDC
42734949,79035,Radiopharmaceutical therapy for metastases of thyroid carcinoma (Deprecated),radiation,Procedure,CPT4
42629398,Q2049,"Injection, doxorubicin hydrochloride, liposomal, imported lipodox, 10 mg",chemo,Drug,HCPCS
40218541,C1708,"Needle, brachytherapy, uromed prostate seeding needle (Deprecated)",radiation,Device,HCPCS
19068721,J9357,"Injection, valrubicin, intravesical, 200 mg",chemo,Drug,HCPCS
35603028,59676061001,trabectedin 1 MG Injection [Yondelis],chemo,Drug,NDC
955632,63370009525,FLUOROURACIL POWDER,chemo,Drug,NDC
40164972,50383085910,megestrol acetate 40 MG/ML Oral Suspension,chemo,Drug,NDC
1436650,38779142704,MERCAPTOPURINE POWDER,chemo,Drug,NDC
40224789,23490585300,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19007332,49999038024,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
19079137,63323036501,1 ML octreotide 0.05 MG/ML Injection,chemo,Drug,NDC
2748960,0D158KB,"Bypass Esophagus to Ileum with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
2780478,0VT04ZZ,"Resection of Prostate, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
40164972,54868538901,Megestrol Acetate 40 MG/ML Oral Suspension,chemo,Drug,NDC
955632,63370009535,FLUOROURACIL POWDER,chemo,Drug,NDC
40224789,54868010906,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
2110065,56630,"Vulvectomy, radical, partial",surgery,Procedure,CPT4
2750475,0FB10ZZ,"Excision of Right Lobe Liver, Open Approach",surgery,Procedure,ICD10PCS
35605198,67457048101,1 ML vinorelbine 10 MG/ML Injection,chemo,Drug,NDC
19079138,10130016110,Octreotide 0.1 MG/ML Injectable Solution,chemo,Drug,NDC
42628973,69016901,10 ML fluorouracil 50 MG/ML Injection,chemo,Drug,NDC
40756860,21558,"Radical resection of tumor (eg, sarcoma), soft tissue of neck or anterior thorax; 5 cm or greater",surgery,Procedure,CPT4
42628973,63323011710,10 ML fluorouracil 50 MG/ML Injection,chemo,Drug,NDC
1436651,54868528202,mercaptopurine 50 MG Oral Tablet,chemo,Drug,NDC
19047763,59572020594,thalidomide 50 MG Oral Capsule [Thalomid],chemo,Drug,NDC
19018903,15050348,Cyclophosphamide 50 MG Oral Tablet,chemo,Drug,NDC
40224789,47087424,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
35605198,25021020401,1 ML vinorelbine 10 MG/ML Injection,chemo,Drug,NDC
40224789,51285054202,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
40224109,9737603,1 ML Medroxyprogesterone 17-Acetate 150 MG/ML Prefilled Syringe [Depo-Provera],chemo,Drug,NDC
2110211,58543,"Laparoscopy, surgical, supracervical hysterectomy, for uterus greater than 250 g",surgery,Procedure,CPT4
40224109,54569490400,1 ML medroxyprogesterone acetate 150 MG/ML Prefilled Syringe [Depo-Provera],chemo,Drug,NDC
19007332,33261075930,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
1315947,54868415100,letrozole 2.5 MG Oral Tablet [Femara],chemo,Drug,NDC
46275601,15300720,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
19102760,59572021015,thalidomide 100 MG Oral Capsule [Thalomid],chemo,Drug,NDC
1378385,55390051450,Paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
40224789,179111730,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
2744388,0BBG0ZZ,"Excision of Left Upper Lung Lobe, Open Approach",surgery,Procedure,ICD10PCS
45776936,59137054504,0.55 ML methotrexate 50 MG/ML Auto-Injector [Rasuvo],chemo,Drug,NDC
46275081,J9310,"Injection, rituximab, 100 mg (Deprecated)",chemo,Drug,HCPCS
2110270,58956,"Bilateral salpingo-oophorectomy with total omentectomy, total abdominal hysterectomy for malignancy",surgery,Procedure,CPT4
2748942,0D154Z6,"Bypass Esophagus to Stomach, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
1718758,43598025811,1 ML docetaxel 20 MG/ML Injection,chemo,Drug,NDC
4242107,19300,Mastectomy for gynecomastia,surgery,Procedure,CPT4
40224789,33261053490,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19023529,54868414300,capecitabine 150 MG Oral Tablet [Xeloda],chemo,Drug,NDC
2110184,58267,"Vaginal hysterectomy, for uterus 250 g or less; with colpo-urethrocystopexy (Marshall-Marchetti-Krantz type, Pereyra type) with or without endoscopic control",surgery,Procedure,CPT4
40164972,121477620,Megestrol Acetate 40 MG/ML Oral Suspension,chemo,Drug,NDC
1309190,44087152001,Mitoxantrone 2 MG/ML Injectable Solution [Novantrone],chemo,Drug,NDC
42732114,23222,"Radical resection of bone tumor, proximal humerus; with prosthetic replacement (Deprecated)",surgery,Procedure,CPT4
19079140,781916475,Octreotide 1 MG/ML Injectable Solution,chemo,Drug,NDC
35604031,63459034804,bendamustine hydrochloride 25 MG/ML Injectable Solution [Bendeka],chemo,Drug,NDC
40224789,839661006,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
2753965,0HTU0ZZ,"Resection of Left Breast, Open Approach",surgery,Procedure,ICD10PCS
19075392,55390011250,Cisplatin 1 MG/ML Injectable Solution,chemo,Drug,NDC
46275610,69018102,8 ML Methotrexate 25 MG/ML Injection,chemo,Drug,NDC
1377163,54569037800,hydroxyurea 500 MG Oral Capsule [Hydrea],chemo,Drug,NDC
2753369,0DTE8ZZ,"Resection of Large Intestine, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
2778898,0UT90ZZ,"Resection of Uterus, Open Approach",surgery,Procedure,ICD10PCS
2740662,07T60ZZ,"Resection of Left Axillary Lymphatic, Open Approach",surgery,Procedure,ICD10PCS
2748958,0D158K9,"Bypass Esophagus to Duodenum with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
2615953,C2616  ,"Brachytherapy source, non-stranded, yttrium-90, per source",radiation,Device,HCPCS
19075392,44567051001,cisplatin 1 MG/ML Injectable Solution,chemo,Drug,NDC
1378385,51079096301,Paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
1341151,85151905,temozolomide 20 MG Oral Capsule [Temodar],chemo,Drug,NDC
19079138,63323037601,1 ML octreotide 0.1 MG/ML Injection,chemo,Drug,NDC
1388800,182186901,Leucovorin 5 MG Oral Tablet,chemo,Drug,NDC
40224789,182119619,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
35605881,61703035902,100 ML epirubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
4217787,57065,"Destruction of vaginal lesion(s); extensive (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery)",surgery,Procedure,CPT4
35603924,703398501,10 ML oxaliplatin 5 MG/ML Injection,chemo,Drug,NDC
2747267,0DBK0ZZ,"Excision of Ascending Colon, Open Approach",surgery,Procedure,ICD10PCS
35604257,18111000202,Irinotecan hydrochloride 20 MG/ML Injectable Solution,chemo,Drug,NDC
19125747,85143001,temozolomide 180 MG Oral Capsule [Temodar],chemo,Drug,NDC
42628984,16729027605,20 ML fluorouracil 50 MG/ML Injection,chemo,Drug,NDC
19028312,25021020166,mesna 100 MG/ML Injectable Solution,chemo,Drug,NDC
1388801,58406062307,Leucovorin 20 MG/ML Injectable Solution,chemo,Drug,NDC
46275601,205533834,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
40243759,55390024301,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution,chemo,Drug,NDC
40224723,63739093211,docetaxel 20 MG/ML Injectable Solution,chemo,Drug,NDC
1377163,54569037802,hydroxyurea 500 MG Oral Capsule [Hydrea],chemo,Drug,NDC
1388799,54449911,leucovorin 25 MG Oral Tablet,chemo,Drug,NDC
2748731,0D15479,"Bypass Esophagus to Duodenum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
40756933,21931,"Excision, tumor, soft tissue of back or flank, subcutaneous; 3 cm or greater",surgery,Procedure,CPT4
46275601,61703040804,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
40224789,52555046300,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
4300648,23077,"Radical resection of tumor (eg, sarcoma), soft tissue of shoulder area; less than 5 cm",surgery,Procedure,CPT4
2105249,27618,"Excision, tumor, soft tissue of leg or ankle area, subcutaneous; less than 3 cm",surgery,Procedure,CPT4
1336625,69077030,sunitinib 25 MG Oral Capsule [Sutent],chemo,Drug,NDC
35606514,10019095601,cyclophosphamide 1000 MG Injection,chemo,Drug,NDC
2752711,0DXE4Z5,"Transfer Large Intestine to Esophagus, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2109724,51596,"Cystectomy, complete, with continent diversion, any open technique, using any segment of small and/or large intestine to construct neobladder",surgery,Procedure,CPT4
2109724,51596,"Cystectomy, complete, with continent diversion, any open technique, using any segment of small and/or large intestine to construct neobladder",radiation,Procedure,CPT4
40221006,63459039602,2 ML bendamustine hydrochloride 90 MG/ML Injection [Treanda],chemo,Drug,NDC
46275609,67457048604,4 ML methotrexate 25 MG/ML Injection,chemo,Drug,NDC
19007332,378001401,methotrexate 2.5 MG Oral Tablet,chemo,Drug,NDC
46275601,15305120,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
40224789,53002035705,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19079138,703331101,1 ML octreotide 0.1 MG/ML Injection,chemo,Drug,NDC
2102060,11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 1.1 to 2.0 cm",surgery,Procedure,CPT4
2102060,11642,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 1.1 to 2.0 cm",radiation,Procedure,CPT4
42735434,17307,"Chemosurgery (Mohs micrographic technique), including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and complete histopathologic ... (Deprecated)",surgery,Procedure,CPT4
2101965,11401,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 0.6 to 1.0 cm",surgery,Procedure,CPT4
36249852,48818000101,1 ML pralatrexate 20 MG/ML Injection [Folotyn],chemo,Drug,NDC
1436683,93078256,Tamoxifen 20 MG Oral Tablet,chemo,Drug,NDC
35604254,57884300101,2 ML irinotecan hydrochloride 20 MG/ML Injection,chemo,Drug,NDC
1388800,81063135,Leucovorin 5 MG Oral Tablet,chemo,Drug,NDC
2746523,0DB20ZZ,"Excision of Middle Esophagus, Open Approach",surgery,Procedure,ICD10PCS
19077215,16729011411,etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
36249243,55390023301,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution [Adriamycin],chemo,Drug,NDC
42628642,77772,"Remote afterloading high dose rate radionuclide interstitial or intracavitary brachytherapy, includes basic dosimetry, when performed; over 12 channels",radiation,Procedure,CPT4
35603172,63323010210,gemcitabine 38 MG/ML Injectable Solution,chemo,Drug,NDC
2617416,G0340,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, delivery including collimator changes and custom plugging, fractionated treatment, all lesions, per session, second through fifth sessions, maximum five sessions per course of tre...",radiation,Procedure,HCPCS
1377163,68084028401,hydroxyurea 500 MG Oral Capsule,chemo,Drug,NDC
19102833,78064930,imatinib 400 MG Oral Tablet [Gleevec],chemo,Drug,NDC
2108485,38746,"Thoracic lymphadenectomy by thoracotomy, mediastinal and regional lymphadenectomy (List separately in addition to code for primary procedure)",surgery,Procedure,CPT4
2750480,0FB20ZX,"Excision of Left Lobe Liver, Open Approach, Diagnostic",surgery,Procedure,ICD10PCS
40224789,11845034102,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
40224789,536399506,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19130020,310020150,{30 (anastrozole 1 MG Oral Tablet [Arimidex]) } Pack [Arimidex],chemo,Drug,NDC
35605881,10139006101,100 ML Epirubicin Hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
1378385,172375396,Paclitaxel 6 MG/ML Injectable Solution [Onxol],chemo,Drug,NDC
35604257,25021020005,Irinotecan hydrochloride 2.8 MG/ML Injectable Solution,chemo,Drug,NDC
19030418,15322026,Cisplatin 1 MG/ML Injectable Solution [Platinol-AQ],chemo,Drug,NDC
40224832,54569395800,Medroxyprogesterone 17-Acetate 400 MG/ML Injectable Suspension [Depo-Provera],chemo,Drug,NDC
955632,51927108500,FLUOROURACIL POWDER,chemo,Drug,NDC
35605202,703418301,5 ML vinorelbine 10 MG/ML Injection,chemo,Drug,NDC
2110368,60212,"Partial thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, including isthmusectomy",surgery,Procedure,CPT4
2110368,60212,"Partial thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, including isthmusectomy",radiation,Procedure,CPT4
36249243,55390023210,Doxorubicin Hydrochloride 2 MG/ML Injectable Solution [Adriamycin],chemo,Drug,NDC
35605200,10019097001,vinorelbine 10 MG/ML Injectable Solution,chemo,Drug,NDC
19027496,339650899,Interferon Alfa-2b 6000000 UNT/ML Injectable Solution [Intron A],chemo,Drug,NDC
1718763,16729023164,4 ML docetaxel 20 MG/ML Injection,chemo,Drug,NDC
1333361,517092008,10 ML busulfan 6 MG/ML Injection,chemo,Drug,NDC
1309190,703468501,mitoxantrone 2 MG/ML Injectable Solution,chemo,Drug,NDC
19077215,55390049301,Etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
2740668,07T90ZZ,"Resection of Left Internal Mammary Lymphatic, Open Approach",surgery,Procedure,ICD10PCS
19075392,J9060,"Injection, cisplatin, powder or solution, 10 mg",chemo,Drug,HCPCS
2746533,0DB30ZZ,"Excision of Lower Esophagus, Open Approach",surgery,Procedure,ICD10PCS
2747277,0DBL0ZZ,"Excision of Transverse Colon, Open Approach",surgery,Procedure,ICD10PCS
19028312,55390034701,Mesna 100 MG/ML Injectable Solution,chemo,Drug,NDC
2747306,0DBP0ZX,"Excision of Rectum, Open Approach, Diagnostic",surgery,Procedure,ICD10PCS
46275601,51309020930,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
955632,51552073305,FLUOROURACIL POWDER,chemo,Drug,NDC
1309190,703468591,Mitoxantrone 2 MG/ML Injectable Solution,chemo,Drug,NDC
1593011,94534501,Vincristine Sulfate 1 MG/ML Injectable Solution,chemo,Drug,NDC
1436683,172565746,Tamoxifen 20 MG Oral Tablet,chemo,Drug,NDC
40243759,702023701,Doxorubicin 2 MG/ML Injectable Solution,chemo,Drug,NDC
1305122,58406067105,Methotrexate 50 MG/ML Injectable Solution,chemo,Drug,NDC
1594018,53964000202,thiotepa 100 MG Injection [Tepadina],chemo,Drug,NDC
1388800,51432025103,Leucovorin 5 MG Oral Tablet,chemo,Drug,NDC
2108478,38572,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy and peri-aortic lymph node sampling (biopsy), single or multiple",surgery,Procedure,CPT4
2744135,0BB78ZZ,"Excision of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
42628956,63323017420,20 ML ifosfamide 50 MG/ML Injection,chemo,Drug,NDC
1436683,51862045090,tamoxifen 20 MG Oral Tablet,chemo,Drug,NDC
1388800,54449613,leucovorin 5 MG Oral Tablet,chemo,Drug,NDC
2105491,28046,"Radical resection of tumor (eg, sarcoma), soft tissue of foot or toe; less than 3 cm",surgery,Procedure,CPT4
2102078,11730,"Avulsion of nail plate, partial or complete, simple; single",surgery,Procedure,CPT4
2102078,11730,"Avulsion of nail plate, partial or complete, simple; single",radiation,Procedure,CPT4
19051643,J9160,"Injection, denileukin diftitox, 300 micrograms (Deprecated)",chemo,Drug,HCPCS
35605202,703418391,vinorelbine 10 MG/ML Injectable Solution,chemo,Drug,NDC
2720687,Q3001  ,"Radioelements for brachytherapy, any type, each",radiation,Device,HCPCS
36408146,15050141,Cyclophosphamide 20 MG/ML Injectable Solution [Cytoxan],chemo,Drug,NDC
2110369,60220,"Total thyroid lobectomy, unilateral; with or without isthmusectomy",surgery,Procedure,CPT4
2110369,60220,"Total thyroid lobectomy, unilateral; with or without isthmusectomy",radiation,Procedure,CPT4
40224789,781168050,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
2211869,77414,"Radiation treatment delivery, 3 or more separate treatment areas, custom blocking, tangential ports, wedges, rotational beam, compensators, electron beam; 11-19 MeV (Deprecated)",radiation,Procedure,CPT4
1037008,58016095112,Tetrahydrocannabinol 5 MG Oral Capsule [Marinol],chemo,Drug,NDC
36249242,143954901,5 ML doxorubicin hydrochloride 2 MG/ML Injection [Adriamycin],chemo,Drug,NDC
40221010,63459039502,0.5 ML bendamustine hydrochloride 90 MG/ML Injection [Treanda],chemo,Drug,NDC
40224792,59911589601,medroxyprogesterone acetate 10 MG Oral Tablet [Cycrin],chemo,Drug,NDC
19068335,85136605,temozolomide 100 MG Oral Capsule [Temodar],chemo,Drug,NDC
2747343,0DNH4ZZ,"Release Cecum, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
19079744,58406066201,Thiotepa 10.4 MG/ML Injectable Solution [Thioplex],chemo,Drug,NDC
19047763,59572010512,Thalidomide 50 MG Oral Capsule [Thalomid],chemo,Drug,NDC
4261373,77790,"Supervision, handling, loading of radiation source",radiation,Procedure,CPT4
42734950,79400,"Radiopharmaceutical therapy, nonthyroid, nonhematologic (Deprecated)",radiation,Procedure,CPT4
19075392,55390009901,Cisplatin 1 MG/ML Injectable Solution,chemo,Drug,NDC
40224789,21695089610,medroxyprogesterone acetate 10 MG Oral Tablet,chemo,Drug,NDC
19007232,76388071325,busulfan 2 MG Oral Tablet [Myleran],chemo,Drug,NDC
40930194,26815120,Dacarbazine 10 MG/ML Injectable Solution [DTIC-Dome],chemo,Drug,NDC
2747038,0DBE8ZZ,"Excision of Large Intestine, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
2750473,0FB04ZZ,"Excision of Liver, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
1305122,38779003506,Methotrexate 50 MG/ML Injectable Solution,chemo,Drug,NDC
2780480,0VT08ZZ,"Resection of Prostate, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
46275601,66479013619,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
1718083,68682006510,Soft Gelatin methoxsalen 10 MG Oral Capsule,chemo,Drug,NDC
19023530,42291019112,capecitabine 500 MG Oral Tablet,chemo,Drug,NDC
19028312,55390004501,Mesna 100 MG/ML Injectable Solution,chemo,Drug,NDC
40173296,43858034101,Octreotide 10 MG/ML Injectable Suspension [Sandostatin LAR Depot],chemo,Drug,NDC
19079138,17088008601,Octreotide 0.1 MG/ML Injectable Solution,chemo,Drug,NDC
42628954,63323017460,60 ML ifosfamide 50 MG/ML Injection,chemo,Drug,NDC
2101842,0520F,Radiation dose limits to normal tissues established prior to the initiation of a course of 3D conformal radiation for a minimum of 2 tissue/organ (ONC),radiation,Observation,CPT4
35606694,85057102,interferon alfa-2b 10000000 UNT Injection [Intron A],chemo,Drug,NDC
19057780,55390080610,Cytarabine 20 MG/ML Injectable Solution,chemo,Drug,NDC
46275609,67457048699,4 ML methotrexate 25 MG/ML Injection,chemo,Drug,NDC
1342348,54092017001,Toremifene 60 MG Oral Tablet [Fareston],chemo,Drug,NDC
35604471,J9040,"Injection, bleomycin sulfate, 15 units",chemo,Drug,HCPCS
19023529,378251191,capecitabine 150 MG Oral Tablet,chemo,Drug,NDC
2105490,28045,"Excision, tumor, soft tissue of foot or toe, subfascial (eg, intramuscular); less than 1.5 cm",surgery,Procedure,CPT4
19102833,78043815,imatinib 400 MG Oral Tablet [Gleevec],chemo,Drug,NDC
2110067,56632,"Vulvectomy, radical, partial; with bilateral inguinofemoral lymphadenectomy",surgery,Procedure,CPT4
1718763,39822218001,4 ML docetaxel 20 MG/ML Injection,chemo,Drug,NDC
19047763,59572010511,Thalidomide 50 MG Oral Capsule [Thalomid],chemo,Drug,NDC
2108489,38770,"Pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes (separate procedure)",surgery,Procedure,CPT4
2751101,0HBV3ZZ,"Excision of Bilateral Breast, Percutaneous Approach",surgery,Procedure,ICD10PCS
19028312,25021020110,mesna 100 MG/ML Injectable Solution,chemo,Drug,NDC
35604257,55390029601,Irinotecan hydrochloride 2.8 MG/ML Injectable Solution,chemo,Drug,NDC
19077215,68001026525,etoposide 20 MG/ML Injectable Solution,chemo,Drug,NDC
42628973,16729027668,10 ML fluorouracil 50 MG/ML Injection,chemo,Drug,NDC
2211852,77336,"Continuing medical physics consultation, including assessment of treatment parameters, quality assurance of dose delivery, and review of patient treatment documentation in support of the radiation oncologist, reported per week of therapy",radiation,Observation,CPT4
2110373,60254,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection",surgery,Procedure,CPT4
2110373,60254,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection",radiation,Procedure,CPT4
40757107,49412,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), open, intra-abdominal, intrapelvic, and/or retroperitoneum, including image guidance, if performed, single or multiple (List separately in addition to...",radiation,Procedure,CPT4
35605198,55390006901,1 ML vinorelbine 10 MG/ML Injection,chemo,Drug,NDC
2108494,38999,"Unlisted procedure, hemic or lymphatic system",surgery,Procedure,CPT4
2102054,11622,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",surgery,Procedure,CPT4
2102054,11622,"Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 1.1 to 2.0 cm",radiation,Procedure,CPT4
4066543,19180,"Mastectomy, simple, complete (Deprecated)",surgery,Procedure,CPT4
4066543,19180,"Mastectomy, simple, complete (Deprecated)",radiation,Procedure,CPT4
2110218,58552,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",surgery,Procedure,CPT4
40224832,54868334801,medroxyprogesterone acetate 400 MG/ML Injectable Suspension [Depo-Provera],chemo,Drug,NDC
19026978,59572040530,lenalidomide 5 MG Oral Capsule [Revlimid],chemo,Drug,NDC
46275601,469148040,Methotrexate 25 MG/ML Injectable Solution,chemo,Drug,NDC
1378385,703476401,paclitaxel 6 MG/ML Injectable Solution,chemo,Drug,NDC
1310318,54808925,Cyclophosphamide 25 MG Oral Tablet,chemo,Drug,NDC
35605881,25021020351,100 ML epirubicin hydrochloride 2 MG/ML Injection,chemo,Drug,NDC
19047523,66435020195,interferon alfacon-1 0.03 MG/ML Injectable Solution [Infergen],chemo,Drug,NDC
2753373,0DTF8ZZ,"Resection of Right Large Intestine, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
19008265,13737686,Vinblastine 1 MG/ML Injectable Solution,chemo,Drug,NDC
44782148,G9028,CHEMO ASSESSMENT PAIN LEVEL4 (Deprecated),chemo,Observation,HCPCS
955632,49452317503,FLUOROURACIL POWDER,chemo,Drug,NDC
35604471,C9417,"BLEOMYCIN SULFATE INJ, BRAND (Deprecated)",chemo,Drug,HCPCS
4249113,19240,"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle (Deprecated)",surgery,Procedure,CPT4
4249113,19240,"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle (Deprecated)",radiation,Procedure,CPT4
2750322,0H5T8ZZ,"Destruction of Right Breast, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
35605201,C9440,"VINORELBINE TAR,BRAND (Deprecated)",chemo,Drug,HCPCS
