standard_concept_id,source_code,concept_name,concept_type,domain_id,vocabulary_id
42708085,69015111,axitinib 5 MG Oral Tablet [Inlyta],chemo,Drug,NDC
1344909,703324611,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
19034832,78018104,Octreotide 0.1 MG/ML Injectable Solution [Sandostatin],chemo,Drug,NDC
1388826,53905005301,Leucovorin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1348267,781535631,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
40224835,66336060330,medroxyprogesterone acetate 5 MG Oral Tablet,chemo,Drug,NDC
2751083,0HBT7ZZ,"Excision of Right Breast, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
42628909,13253678,Idarubicin Hydrochloride 1 MG/ML Injectable Solution [Idamycin],chemo,Drug,NDC
40164968,55700003060,megestrol acetate 40 MG Oral Tablet,chemo,Drug,NDC
19034832,78018101,1 ML octreotide 0.1 MG/ML Injection [Sandostatin],chemo,Drug,NDC
1348267,68382020906,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
40164968,536482201,Megestrol Acetate 40 MG Oral Tablet,chemo,Drug,NDC
46276301,J9055,"Injection, cetuximab, 10 mg",chemo,Drug,HCPCS
35603174,591356355,gemcitabine 1000 MG Injection,chemo,Drug,NDC
46234193,J2352,"Injection, octreotide acetate, 1 mg (Deprecated)",chemo,Drug,HCPCS
40224812,536590501,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
1311104,51309022015,Cytarabine 50 MG/ML Injectable Solution,chemo,Drug,NDC
2744141,0BB84ZZ,"Excision of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
1344909,63323016915,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40757062,23073,"Excision, tumor, soft tissue of shoulder area, subfascial (eg, intramuscular); 5 cm or greater",surgery,Procedure,CPT4
1348267,68001015508,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
35604262,9752905,15 ML irinotecan hydrochloride 20 MG/ML Injection [Camptosar],chemo,Drug,NDC
1344909,703326601,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40224812,63629261302,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
1311105,55390080901,Cytarabine 100 MG/ML Injectable Solution [Cytarabine Novaplus],chemo,Drug,NDC
40224812,904522740,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
19019851,54868300400,Tamoxifen 10 MG Oral Tablet,chemo,Drug,NDC
40164968,51079043517,Megestrol Acetate 40 MG Oral Tablet,chemo,Drug,NDC
45776920,59137051000,0.2 ML methotrexate 50 MG/ML Auto-Injector [Rasuvo],chemo,Drug,NDC
19126411,85143004,temozolomide 180 MG Oral Capsule [Temodar],chemo,Drug,NDC
19102833,78040215,imatinib 400 MG Oral Tablet [Gleevec],chemo,Drug,NDC
40164968,60429043301,megestrol acetate 40 MG Oral Tablet,chemo,Drug,NDC
1718355,2892601,50 ML olaratumab 10 MG/ML Injection [Lartruvo],chemo,Drug,NDC
19012574,85028502,Interferon Alfa-2b 25000000 UNT/ML Injectable Solution [Intron A],chemo,Drug,NDC
1315944,16729012049,docetaxel 40 MG/ML Injectable Solution,chemo,Drug,NDC
19007232,173071325,Busulfan 2 MG Oral Tablet [Myleran],chemo,Drug,NDC
792672,2621654,abemaciclib 200 MG Oral Tablet [Verzenio],chemo,Drug,NDC
2744438,0BBM0ZZ,"Excision of Bilateral Lungs, Open Approach",surgery,Procedure,ICD10PCS
1348267,904619546,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
19135086,78056651,everolimus 5 MG Oral Tablet [Afinitor],chemo,Drug,NDC
2746802,0DB97ZZ,"Excision of Duodenum, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
35603174,67457046201,gemcitabine 1000 MG Injection,chemo,Drug,NDC
1718789,955102208,8 ML docetaxel 20 MG/ML Injection,chemo,Drug,NDC
1311105,61703031922,20 ML cytarabine 100 MG/ML Injection,chemo,Drug,NDC
2211848,77331,"Special dosimetry (eg, TLD, microdosimetry) (specify), only when prescribed by the treating physician",radiation,Procedure,CPT4
35603075,69171039801,10 ML irinotecan hydrochloride liposome 4.3 MG/ML Injection [Onivyde],chemo,Drug,NDC
1388826,55390082601,Leucovorin 10 MG/ML Injectable Solution,chemo,Drug,NDC
45776923,59137051504,0.25 ML methotrexate 50 MG/ML Auto-Injector [Rasuvo],chemo,Drug,NDC
40164968,11845028702,Megestrol Acetate 40 MG Oral Tablet,chemo,Drug,NDC
40224835,555087304,medroxyprogesterone acetate 5 MG Oral Tablet,chemo,Drug,NDC
40065844,J9293,"Injection, mitoxantrone hydrochloride, per 5 mg",chemo,Drug,HCPCS
1344909,61703033961,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1388826,55390005110,Leucovorin 10 MG/ML Injectable Solution,chemo,Drug,NDC
19019851,378014491,tamoxifen 10 MG Oral Tablet,chemo,Drug,NDC
955641,63323011769,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
1311104,9307001,Cytarabine 50 MG/ML Injectable Solution,chemo,Drug,NDC
1344909,63323017215,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
2750943,0FBG0ZZ,"Excision of Pancreas, Open Approach",surgery,Procedure,ICD10PCS
2211832,77262,Therapeutic radiology treatment planning; intermediate,radiation,Procedure,CPT4
35606512,10019093501,cyclophosphamide 500 MG Injection,chemo,Drug,NDC
35200350,63323071100,leucovorin 500 MG Injection,chemo,Drug,NDC
1344909,55390015601,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
19079717,781269675,temozolomide 250 MG Oral Capsule,chemo,Drug,NDC
19035932,4005301,Procarbazine 50 MG Oral Capsule [Matulane],chemo,Drug,NDC
4082680,G6002,Stereoscopic x-ray guidance for localization of target volume for the delivery of radiation therapy,radiation,Procedure,HCPCS
1344909,15321329,Carboplatin 10 MG/ML Injectable Solution [Paraplatin],chemo,Drug,NDC
955641,61703040932,Fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
40164968,63739016510,megestrol acetate 40 MG Oral Tablet,chemo,Drug,NDC
1344909,63323016720,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
42629350,67457047810,doxorubicin hydrochloride 10 MG Injection,chemo,Drug,NDC
19019851,591247218,tamoxifen 10 MG Oral Tablet,chemo,Drug,NDC
42707969,59572040228,lenalidomide 2.5 MG Oral Capsule [Revlimid],chemo,Drug,NDC
4249726,57110,"Vaginectomy, complete removal of vaginal wall",surgery,Procedure,CPT4
40757048,27634,"Excision, tumor, soft tissue of leg or ankle area, subfascial (eg, intramuscular); 5 cm or greater",surgery,Procedure,CPT4
19019851,440845030,TAMOXIFEN 10 MG TABLET,chemo,Drug,NDC
36249275,45963061556,topotecan 4 MG Injection,chemo,Drug,NDC
2211880,77470,"Special treatment procedure (eg, total body irradiation, hemibody radiation, per oral or endocavitary irradiation)",radiation,Procedure,CPT4
40224812,59762374005,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
955641,13103695,Fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
40757132,24073,"Excision, tumor, soft tissue of upper arm or elbow area, subfascial (eg, intramuscular); 5 cm or greater",surgery,Procedure,CPT4
1388826,53905005110,Leucovorin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40164962,182186301,Megestrol Acetate 20 MG Oral Tablet,chemo,Drug,NDC
1344909,67457049215,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40224835,904522840,medroxyprogesterone acetate 5 MG Oral Tablet,chemo,Drug,NDC
35603174,781328379,gemcitabine 38 MG/ML Injectable Solution,chemo,Drug,NDC
1344909,703423981,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1311105,703519401,Cytarabine 100 MG/ML Injectable Solution,chemo,Drug,NDC
2211864,77408,"Radiation treatment delivery, 2 separate treatment areas, 3 or more ports on a single treatment area, use of multiple blocks; 6-10 MeV (Deprecated)",radiation,Procedure,CPT4
2748973,0D160JA,"Bypass Stomach to Jejunum with Synthetic Substitute, Open Approach",surgery,Procedure,ICD10PCS
1344909,703324911,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1718760,75800301,1 ML docetaxel 20 MG/ML Injection [Taxotere],chemo,Drug,NDC
19132126,50242013468,trastuzumab 22 MG/ML Injectable Solution [Herceptin],chemo,Drug,NDC
40224812,179120190,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
35605490,703485211,2 ML fludarabine phosphate 25 MG/ML Injection,chemo,Drug,NDC
1348267,68084044811,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
2747314,0DBP8ZX,"Excision of Rectum, Via Natural or Artificial Opening Endoscopic, Diagnostic",surgery,Procedure,ICD10PCS
1368824,62856000110,altretamine 50 MG Oral Capsule [Hexalen],chemo,Drug,NDC
1350068,24338005008,carmustine 7.7 MG Drug Implant [Gliadel],chemo,Drug,NDC
1341150,54868534800,temozolomide 5 MG Oral Capsule [Temodar],chemo,Drug,NDC
40224835,536590601,medroxyprogesterone acetate 5 MG Oral Tablet,chemo,Drug,NDC
955640,703301811,fluorouracil 50 MG/ML Injectable Solution [Adrucil],chemo,Drug,NDC
2724110,01B30ZZ,"Excision of Brachial Plexus, Open Approach",surgery,Procedure,ICD10PCS
19033606,13735688,Etoposide 20 MG/ML Injectable Solution [Toposar],chemo,Drug,NDC
1341173,85125202,temozolomide 250 MG Oral Capsule [Temodar],chemo,Drug,NDC
40237037,66758095004,docetaxel 10 MG/ML Injectable Solution,chemo,Drug,NDC
19126409,85142504,temozolomide 140 MG Oral Capsule [Temodar],chemo,Drug,NDC
40224835,179120260,medroxyprogesterone acetate 5 MG Oral Tablet,chemo,Drug,NDC
1344909,61703036018,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
19034412,187065050,"methoxsalen 10mg/1 ORAL CAPSULE, LIQUID FILLED",chemo,Drug,NDC
40164968,904357161,megestrol acetate 40 MG Oral Tablet,chemo,Drug,NDC
2748965,0D158ZB,"Bypass Esophagus to Ileum, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
1348267,33261095760,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
40237037,69914411,docetaxel 10 MG/ML Injectable Solution,chemo,Drug,NDC
4181511,J9999,"Not otherwise classified, antineoplastic drugs",chemo,Procedure,HCPCS
955641,10019095002,Fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
1348267,21695099030,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
40220873,25021081530,leucovorin 200 MG Injection,chemo,Drug,NDC
955641,10139006301,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
1348267,63323012930,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
1388798,54449810,leucovorin 15 MG Oral Tablet,chemo,Drug,NDC
955641,68001026632,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
19019851,172565670,Tamoxifen 10 MG Oral Tablet,chemo,Drug,NDC
35603174,409018601,gemcitabine 1000 MG Injection,chemo,Drug,NDC
955641,69017401,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
1348267,33261095730,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
955641,4190406,Fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
42734947,79420,"Intravascular radiopharmaceutical therapy, particulate (Deprecated)",radiation,Procedure,CPT4
955641,63323011751,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
19019851,51862044918,tamoxifen 10 MG Oral Tablet,chemo,Drug,NDC
42628951,63323014212,ifosfamide 1000 MG Injection,chemo,Drug,NDC
40221837,C9272,"Injection, denosumab, 1 mg (Deprecated)",chemo,Drug,HCPCS
19033606,13734694,Etoposide 20 MG/ML Injectable Solution [Toposar],chemo,Drug,NDC
40224812,55887029130,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
1388798,54849806,Leucovorin 15 MG Oral Tablet,chemo,Drug,NDC
2751097,0HBUXZZ,"Excision of Left Breast, External Approach (Deprecated)",surgery,Procedure,ICD10PCS
1348267,67877017130,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
44060822,13117601,Doxorubicin 2 MG/ML Injectable Solution [Adriamycin PFS],chemo,Drug,NDC
40164962,440774960,Megestrol Acetate 20 MG Oral Tablet,chemo,Drug,NDC
40224835,179120270,medroxyprogesterone acetate 5 MG Oral Tablet,chemo,Drug,NDC
1348267,60687011221,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
19019851,591247260,tamoxifen 10 MG Oral Tablet,chemo,Drug,NDC
1341150,85300405,temozolomide 5 MG Oral Capsule [Temodar],chemo,Drug,NDC
1344909,703327801,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
4239028,77370,Special medical radiation physics consultation,radiation,Observation,CPT4
1378537,J8705,"Topotecan, oral, 0.25 mg",chemo,Drug,HCPCS
1344909,67817006312,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
2744432,0BBL4ZZ,"Excision of Left Lung, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
45776927,59137052504,0.35 ML methotrexate 50 MG/ML Auto-Injector [Rasuvo],chemo,Drug,NDC
955641,25021021598,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
40163882,6461200,ASPARAGINASE 10000 UNT/ML Injectable Solution [Elspar],chemo,Drug,NDC
45892586,310065758,olaparib 50 MG Oral Capsule [Lynparza],chemo,Drug,NDC
19019851,440845060,TAMOXIFEN 10 MG TABLET,chemo,Drug,NDC
2751085,0HBT8ZZ,"Excision of Right Breast, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
1315944,16729022850,docetaxel 40 MG/ML Injectable Solution,chemo,Drug,NDC
1315944,60505603506,docetaxel 40 MG/ML Injectable Solution,chemo,Drug,NDC
1388826,55390005301,Leucovorin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1348267,12280034630,anastrozole 1 MG Oral Tablet [Arimidex],chemo,Drug,NDC
40164968,49884029005,megestrol acetate 40 MG Oral Tablet,chemo,Drug,NDC
1311104,703519302,Cytarabine 50 MG/ML Injectable Solution,chemo,Drug,NDC
44782149,G9029,CHEMO ASSESS FOR FATIGUE L1 (Deprecated),chemo,Observation,HCPCS
2748743,0D154KB,"Bypass Esophagus to Ileum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
40224812,68084055311,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
44060822,13115679,Doxorubicin 2 MG/ML Injectable Solution [Adriamycin PFS],chemo,Drug,NDC
19016545,85112601,Toremifene 60 MG Oral Tablet [Fareston],chemo,Drug,NDC
35605490,25021024202,2 ML fludarabine phosphate 25 MG/ML Injection,chemo,Drug,NDC
1348267,68258903501,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
1348267,179006870,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
2751079,0HBT0ZZ,"Excision of Right Breast, Open Approach",surgery,Procedure,ICD10PCS
955641,63323011768,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
36713073,79005,"Radiopharmaceutical therapy, by oral administration",radiation,Procedure,CPT4
19019851,68258596006,Tamoxifen 10 MG Oral Tablet,chemo,Drug,NDC
42707969,59572040200,lenalidomide 2.5 MG Oral Capsule [Revlimid],chemo,Drug,NDC
1348267,16729003516,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
1348267,378603405,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
42620750,2719601,Vincristine Sulfate 1 MG/ML Injectable Solution [Oncovin],chemo,Drug,NDC
45890638,G6006,"Radiation treatment delivery, single treatment area,single port or parallel opposed ports, simple blocks or no blocks: 20 mev or greater",radiation,Procedure,HCPCS
1348267,33261095790,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
1344909,67457049154,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1344909,10019091501,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40164962,904357060,Megestrol Acetate 20 MG Oral Tablet,chemo,Drug,NDC
40757010,38900,"Intraoperative identification (eg, mapping) of sentinel lymph node(s) includes injection of non-radioactive dye, when performed (List separately in addition to code for primary procedure)",surgery,Procedure,CPT4
35606511,J9095,"Cyclophosphamide, lyophilized, 500 mg (Deprecated)",chemo,Drug,HCPCS
2748953,0D158J9,"Bypass Esophagus to Duodenum with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
19079717,65162080651,temozolomide 250 MG Oral Capsule,chemo,Drug,NDC
4306298,58940,"Oophorectomy, partial or total, unilateral or bilateral",surgery,Procedure,CPT4
955640,13104694,Fluorouracil 50 MG/ML Injectable Solution [Adrucil],chemo,Drug,NDC
2723262,00T74ZZ,"Resection of Cerebral Hemisphere, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
19132126,50242005656,trastuzumab 22 MG/ML Injectable Solution [Herceptin],chemo,Drug,NDC
40164968,904357140,Megestrol Acetate 40 MG Oral Tablet,chemo,Drug,NDC
40164962,51432085603,Megestrol Acetate 20 MG Oral Tablet,chemo,Drug,NDC
35606512,10019094301,cyclophosphamide 500 MG Injection,chemo,Drug,NDC
1311105,55390013401,Cytarabine 100 MG/ML Injectable Solution,chemo,Drug,NDC
40164968,839740612,Megestrol Acetate 40 MG Oral Tablet,chemo,Drug,NDC
19044589,15050301,Cyclophosphamide 50 MG Oral Tablet [Cytoxan],chemo,Drug,NDC
40243758,61471029512,Liposomal Doxorubicin 2 MG/ML Injectable Solution [Doxil],chemo,Drug,NDC
19135086,78056661,everolimus 5 MG Oral Tablet [Afinitor],chemo,Drug,NDC
36249275,50742040401,topotecan 4 MG Injection,chemo,Drug,NDC
955641,68001026624,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
2746537,0DB34ZZ,"Excision of Lower Esophagus, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2750321,0H5T7ZZ,"Destruction of Right Breast, Via Natural or Artificial Opening",surgery,Procedure,ICD10PCS
35606511,J9092,"Cyclophosphamide, 2.0 gram (Deprecated)",chemo,Drug,HCPCS
42628909,13251686,Idarubicin Hydrochloride 1 MG/ML Injectable Solution [Idamycin],chemo,Drug,NDC
40224835,58864074430,medroxyprogesterone acetate 5 MG Oral Tablet,chemo,Drug,NDC
1344909,63323016610,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
35603027,C9480,"Injection, trabectedin, 0.1 mg (Deprecated)",chemo,Drug,HCPCS
4124796,Z90.721,"Acquired absence of ovaries, unilateral",surgery,Condition,ICD10CM
35604180,54436002202,0.4 ML methotrexate 56.3 MG/ML Auto-Injector [Otrexup],chemo,Drug,NDC
1344909,67457049346,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
2744167,0BBC0ZZ,"Excision of Right Upper Lung Lobe, Open Approach",surgery,Procedure,ICD10PCS
1344909,25021020245,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1344909,55390015001,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1388798,54449805,Leucovorin 15 MG Oral Tablet,chemo,Drug,NDC
19035209,15347630,Paclitaxel 6 MG/ML Injectable Solution [Taxol],chemo,Drug,NDC
40224108,59762453802,1 ML medroxyprogesterone acetate 150 MG/ML Prefilled Syringe,chemo,Drug,NDC
2748739,0D154K4,"Bypass Esophagus to Cutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
40224812,54569380602,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
35604080,24059120,20 ML oxaliplatin 5 MG/ML Injection [Eloxatin],chemo,Drug,NDC
1344909,61703033950,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40164962,51079043420,megestrol acetate 20 MG Oral Tablet,chemo,Drug,NDC
40756948,21013,"Excision, tumor, soft tissue of face and scalp, subfascial (eg, subgaleal, intramuscular); less than 2 cm",surgery,Procedure,CPT4
40756948,21013,"Excision, tumor, soft tissue of face and scalp, subfascial (eg, subgaleal, intramuscular); less than 2 cm",radiation,Procedure,CPT4
44506739,54436002502,0.4 ML methotrexate 62.5 MG/ML Auto-Injector [Otrexup],chemo,Drug,NDC
1311104,364246854,Cytarabine 50 MG/ML Injectable Solution,chemo,Drug,NDC
1301001,42291058815,megestrol acetate 125 MG/ML Oral Suspension,chemo,Drug,NDC
1593816,39822220001,10 ML docetaxel 20 MG/ML Injection,chemo,Drug,NDC
1348267,68001015504,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
19007458,310060060,Tamoxifen 10 MG Oral Tablet [Nolvadex],chemo,Drug,NDC
2776974,0TTD8ZZ,"Resection of Urethra, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
40164968,832102700,Megestrol Acetate 40 MG Oral Tablet,chemo,Drug,NDC
19126409,85142503,temozolomide 140 MG Oral Capsule [Temodar],chemo,Drug,NDC
19007385,54868136700,hydroxyurea 500 MG Oral Capsule [Hydrea],chemo,Drug,NDC
19035932,S0182,"Procarbazine hydrochloride, oral, 50 mg",chemo,Drug,HCPCS
42902954,J9395,"Injection, fulvestrant, 25 mg",chemo,Drug,HCPCS
19078664,339651299,Interferon Alfa-2b 15000000 UNT/ML Injectable Solution [Intron A],chemo,Drug,NDC
40164968,555060702,megestrol acetate 40 MG Oral Tablet,chemo,Drug,NDC
2744240,0BT54ZZ,"Resection of Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
1344909,66758004704,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40173292,78034084,Octreotide 5 MG/ML Injectable Suspension [Sandostatin LAR Depot],chemo,Drug,NDC
1344909,10019091615,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1348267,42291010530,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
19033466,S0108,"Mercaptopurine, oral, 50 mg",chemo,Drug,HCPCS
1304049,310072050,5 ML fulvestrant 50 MG/ML Prefilled Syringe [Faslodex],chemo,Drug,NDC
2211871,77417,Therapeutic radiology port image(s),radiation,Procedure,CPT4
955641,25021021599,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
40224812,54569857000,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
19027014,59572042500,lenalidomide 25 MG Oral Capsule [Revlimid],chemo,Drug,NDC
19033606,703565701,etoposide 20 MG/ML Injectable Solution [Toposar],chemo,Drug,NDC
40224812,67263050701,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
2746512,0DB10ZX,"Excision of Upper Esophagus, Open Approach, Diagnostic",surgery,Procedure,ICD10PCS
2744402,0BBH4ZZ,"Excision of Lung Lingula, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
1388826,205464694,Leucovorin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40224108,59762453809,1 ML medroxyprogesterone acetate 150 MG/ML Prefilled Syringe,chemo,Drug,NDC
40164968,839740606,Megestrol Acetate 40 MG Oral Tablet,chemo,Drug,NDC
1344909,66860010001,CARBOPLATIN 50 MG/5 ML VIAL,chemo,Drug,NDC
40164968,54868162900,Megestrol Acetate 40 MG Oral Tablet,chemo,Drug,NDC
45890637,G6005,"Radiation treatment delivery, single treatment area,single port or parallel opposed ports, simple blocks or no blocks: 11-19 mev",radiation,Procedure,HCPCS
2747271,0DBK4ZZ,"Excision of Ascending Colon, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2744445,0BTF4ZZ,"Resection of Right Lower Lung Lobe, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
45776934,59137054001,0.5 ML methotrexate 50 MG/ML Auto-Injector [Rasuvo],chemo,Drug,NDC
40224812,57866399203,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
1348267,60429028630,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
46234193,J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",chemo,Drug,HCPCS
46276087,J9299,"Injection, nivolumab, 1 mg",chemo,Drug,HCPCS
1388798,58406062674,Leucovorin 15 MG Oral Tablet,chemo,Drug,NDC
40224812,677161701,medroxyprogesterone acetate 2.5 MG Oral Tablet,chemo,Drug,NDC
2747301,0DBN4ZZ,"Excision of Sigmoid Colon, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
19019851,S0187,"Tamoxifen citrate, oral, 10 mg",chemo,Drug,HCPCS
1388826,703279301,Leucovorin 10 MG/ML Injectable Solution,chemo,Drug,NDC
35605490,67457023802,2 ML fludarabine phosphate 25 MG/ML Injection,chemo,Drug,NDC
1348267,51079032306,anastrozole 1 MG Oral Tablet,chemo,Drug,NDC
2746527,0DB24ZZ,"Excision of Middle Esophagus, Percutaneous Endoscopic Approach",surgery,Procedure,ICD10PCS
2211885,77525,Proton treatment delivery; complex,radiation,Procedure,CPT4
1344909,61703036050,Carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
19012574,339651699,Interferon Alfa-2b 25000000 UNT/ML Injectable Solution [Intron A],chemo,Drug,NDC
19034412,187065042,Soft Gelatin methoxsalen 10 MG Oral Capsule [Oxsoralen],chemo,Drug,NDC
40757092,21011,"Excision, tumor, soft tissue of face or scalp, subcutaneous; less than 2 cm",surgery,Procedure,CPT4
40757092,21011,"Excision, tumor, soft tissue of face or scalp, subcutaneous; less than 2 cm",radiation,Procedure,CPT4
45890641,G6009,"Radiation treatment delivery, 2 separate treatment areas, 3 or more ports on a single treatment area, use of multiple blocks: 11-19 mev",radiation,Procedure,HCPCS
40756846,22905,"Radical resection of tumor (eg, sarcoma), soft tissue of abdominal wall; 5 cm or greater",surgery,Procedure,CPT4
40173292,78064661,octreotide 10 MG Injection [Sandostatin],chemo,Drug,NDC
40164962,349876601,Megestrol Acetate 20 MG Oral Tablet,chemo,Drug,NDC
1388826,55390082401,Leucovorin 10 MG/ML Injectable Solution,chemo,Drug,NDC
40757052,27616,"Radical resection of tumor (eg, sarcoma), soft tissue of leg or ankle area; 5 cm or greater",surgery,Procedure,CPT4
46257522,77317,"Brachytherapy isodose plan; intermediate (calculation[s] made from 5 to 10 sources, or remote afterloading brachytherapy, 2-12 channels), includes basic dosimetry calculation(s)",radiation,Procedure,CPT4
2211845,77326,"Brachytherapy isodose plan; simple (calculation made from single plane, 1 to 4 sources/ribbon application, remote afterloading brachytherapy, 1 to 8 sources) (Deprecated)",radiation,Procedure,CPT4
1344909,61703033962,carboplatin 10 MG/ML Injectable Solution,chemo,Drug,NDC
1341150,85300404,temozolomide 5 MG Oral Capsule [Temodar],chemo,Drug,NDC
19127053,8117905,1.2 ML temsirolimus 25 MG/ML Injection [Torisel],chemo,Drug,NDC
35603174,45963061959,gemcitabine 1000 MG Injection,chemo,Drug,NDC
2211846,77327,"Brachytherapy isodose plan; intermediate (multiplane dosage calculations, application involving 5 to 10 sources/ribbons, remote afterloading brachytherapy, 9 to 12 sources) (Deprecated)",radiation,Procedure,CPT4
955641,16729027611,fluorouracil 50 MG/ML Injectable Solution,chemo,Drug,NDC
19019851,54868300405,Tamoxifen 10 MG Oral Tablet,chemo,Drug,NDC
40224835,179120201,medroxyprogesterone acetate 5 MG Oral Tablet,chemo,Drug,NDC
2746749,0DB48ZZ,"Excision of Esophagogastric Junction, Via Natural or Artificial Opening Endoscopic",surgery,Procedure,ICD10PCS
