Category,ExplodedSiteRange,WHOCode,Rollup,Rollup2,SiteRange,HistologyExplode
Other Male Genital Organs,634,28040,Male genital system,Male genital system,null,null
Other Male Genital Organs,635,28040,Male genital system,Male genital system,null,null
Other Male Genital Organs,636,28040,Male genital system,Male genital system,null,null
Other Male Genital Organs,637,28040,Male genital system,Male genital system,null,null
Other Male Genital Organs,638,28040,Male genital system,Male genital system,null,null
Other Male Genital Organs,639,28040,Male genital system,Male genital system,null,null
Urinary Bladder,670,29010,Urinary system,Urinary system,null,null
Urinary Bladder,671,29010,Urinary system,Urinary system,null,null
Urinary Bladder,672,29010,Urinary system,Urinary system,null,null
Urinary Bladder,673,29010,Urinary system,Urinary system,null,null
Urinary Bladder,674,29010,Urinary system,Urinary system,null,null
Urinary Bladder,675,29010,Urinary system,Urinary system,null,null
Urinary Bladder,676,29010,Urinary system,Urinary system,null,null
Urinary Bladder,677,29010,Urinary system,Urinary system,null,null
Urinary Bladder,678,29010,Urinary system,Urinary system,null,null
Urinary Bladder,679,29010,Urinary system,Urinary system,null,null
Kidney and Renal Pelvis,649,29020,Urinary system,Urinary system,null,null
Kidney and Renal Pelvis,659,29020,Urinary system,Urinary system,null,null
Ureter,669,29030,Urinary system,Urinary system,null,null
Other Urinary Organs,680,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,681,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,682,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,683,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,684,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,685,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,686,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,687,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,688,29040,Urinary system,Urinary system,null,null
Other Urinary Organs,689,29040,Urinary system,Urinary system,null,null
Eye and Orbit,690,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,691,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,692,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,693,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,694,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,695,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,696,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,697,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,698,30000,Eye and Orbit,Eye and Orbit,null,null
Eye and Orbit,699,30000,Eye and Orbit,Eye and Orbit,null,null
Brain,710,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,711,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,712,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,713,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,714,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,715,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,716,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,717,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,718,31010,Brain and other nervous system,Brain and other nervous system,null,null
Brain,719,31010,Brain and other nervous system,Brain and other nervous system,null,null
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,710,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,711,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,712,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,713,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,714,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,715,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,716,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,717,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9532
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9531
Cranial Nerves Other Nervous System,718,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9530
Cranial Nerves Other Nervous System,719,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9539
Cranial Nerves Other Nervous System,719,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9538
Cranial Nerves Other Nervous System,719,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9537
Cranial Nerves Other Nervous System,719,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9536
Cranial Nerves Other Nervous System,719,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9535
Cranial Nerves Other Nervous System,719,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9534
Cranial Nerves Other Nervous System,719,31040,Brain and other nervous system,Brain and other nervous system,C710-C719,9533
